Country,Region,Election / Renewal,Year,Month,Chamber Type,Chamber Total Seats,Total women,% Of Women in Chamber,NOTES
United States of America,AME,Yes,2010,November,Lower,435,73,0.167816091954023,
United States of America,AME,Yes,2010,November,Upper,100,17,0.17,Elections for the Upper House are held every 2 years and one third of the membership is renewed each time.
United States of America,AME,Yes,2012,November,Lower,434,78,0.17972350230414746,"Plus non-voting Delegates from the District of Columbia, US Virgin Islands, American Samoa and Guam and a non-voting Resident Commissioner from Puerto Rico."
United States of America,AME,Yes,2012,November,Upper,100,20,0.2,Elections for the Upper House are held every 2 years and one third of the membership is renewed each time.
United States of America,AME,Yes,2014,November,Lower,435,84,0.19310344827586207,
United States of America,AME,Yes,2014,November,Upper,100,20,0.2,
United States of America,AME,Yes,2016,November,Lower,433,83,0.19168591224018475,
United States of America,AME,Yes,2016,November,Upper,100,20,0.2,
United States of America,AME,Yes,2018,November,Lower,434,102,0.2350230414746544,Woman Speaker elected.
United States of America,AME,Yes,2018,,Upper,100,25,0.25,
Uruguay,AME,Yes,1946,November,Lower,99,0,0,4 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1946,November,Upper,30,0,0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1950,November,Lower,99,0,0,6 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1950,November,Upper,30,0,0,3 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1954,November,Lower,99,0,0,8 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1954,November,Upper,30,0,0,1 additional woman substitute member effectively sat in Parliament
Uruguay,AME,Yes,1958,November,Lower,99,0,0,5 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1958,November,Upper,30,0,0,1 additional woman substitute member effectively sat in Parliament
Uruguay,AME,Yes,1962,November,Lower,99,0,0,4 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1962,November,Upper,30,0,0,1 additional woman substitute member effectively sat in Parliament
Uruguay,AME,Yes,1966,November,Lower,99,0,0,3 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1966,November,Upper,30,0,0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1971,November,Lower,99,1,0.010101010101010102,1 additional woman substitute member effectively sat in Parliament; Congress was dissolved following a military coup d'Etat on 27 June 1973.
Uruguay,AME,Yes,1971,November,Upper,30,0,0,Congress was dissolved following a military coup d'Etat on 27 June 1973.
Uruguay,AME,Yes,1984,November,Lower,99,0,0,
Uruguay,AME,Yes,1984,November,Upper,30,0,0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1989,November,Lower,99,6,0.06060606060606061,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1989,November,Upper,31,0,0,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1994,November,Lower,99,7,0.0707070707070707,2 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1994,November,Upper,30,2,0.06666666666666667,3 additional woman substitute members effectively sat in Parliament
Uruguay,AME,Yes,1999,,Lower,99,12,0.12121212121212122,
Uruguay,AME,Yes,1999,,Upper,31,3,0.0967741935483871,
Uruguay,AME,Yes,2004,October,Lower,99,12,0.12121212121212122,
Uruguay,AME,Yes,2004,October,Upper,31,3,0.0967741935483871,
Uruguay,AME,Yes,2009,October,Lower,99,14,0.1414141414141414,
Uruguay,AME,Yes,2009,October,Upper,30,4,0.13333333333333333,
Uruguay,AME,Yes,2014,October,Lower,99,16,0.16161616161616163,
Uruguay,AME,Yes,2014,,Upper,31,9,0.2903225806451613,
USSR,EUR,Yes,1946,,Lower,682,116,0.17008797653958943,
USSR,EUR,Yes,1946,,Upper,657,161,0.2450532724505327,
USSR,EUR,Yes,1950,,Lower,678,133,0.19616519174041297,
USSR,EUR,Yes,1950,,Upper,638,147,0.2304075235109718,
USSR,EUR,Yes,1954,,Lower,708,170,0.2401129943502825,
USSR,EUR,Yes,1954,,Upper,639,178,0.27856025039123633,
USSR,EUR,Yes,1958,,Lower,738,190,0.25745257452574527,
USSR,EUR,Yes,1958,,Upper,640,176,0.275,
USSR,EUR,Yes,1962,,Lower,791,215,0.2718078381795196,
USSR,EUR,Yes,1962,,Upper,652,175,0.2684049079754601,
USSR,EUR,Yes,1966,,Lower,767,222,0.2894393741851369,
USSR,EUR,Yes,1966,,Upper,750,203,0.27066666666666667,
USSR,EUR,Yes,1970,,Lower,767,232,0.30247718383311606,
USSR,EUR,Yes,1970,,Upper,750,231,0.308,
USSR,EUR,Yes,1974,,Lower,767,234,0.3050847457627119,
USSR,EUR,Yes,1974,,Upper,750,241,0.32133333333333336,
USSR,EUR,Yes,1979,,Lower,750,240,0.32,
USSR,EUR,Yes,1979,,Upper,750,247,0.3293333333333333,
USSR,EUR,Yes,1984,,Lower,750,233,0.31066666666666665,
USSR,EUR,Yes,1984,,Upper,750,259,0.3453333333333333,
USSR,EUR,Yes,1989,,Lower,271,39,0.14391143911439114,
USSR,EUR,Yes,1989,,Upper,271,55,0.2029520295202952,
Uzbekistan,EUR,Yes,1990,,Single,500,48,0.096,The Soviet Supreme of the SSR of Uzbekistan became the first legislature of Uzbekistan after the country became independent on 31 August 1991. Uzbek women were previously elected to the Supreme Soviet of the SSR of Uzbekistan and to the USSR Parliament.
Uzbekistan,EUR,Yes,1994,,Single,250,15,0.06,
Uzbekistan,EUR,Yes,1999,,Single,250,17,0.068,
Uzbekistan,EUR,Yes,2004,December,Lower,120,21,0.175,
Uzbekistan,EUR,Yes,2005,January,Upper,100,15,0.15,"84 members elected, 16 appointed"
Uzbekistan,EUR,Yes,2009,December,Lower,150,33,0.22,
Uzbekistan,EUR,Yes,2010,January,Upper,100,15,0.15,
Uzbekistan ,EUR,Yes,2015,Dec 2014-Jan 2015,Lower,150,24,0.16,
Uzbekistan ,EUR,Yes,2015,Jan Feb,Upper,100,17,0.17,
Vanuatu,PAC,Yes,1979,,Single,39,0,0,First legislature of Vanuatu after the country became independent on 30 July 1980.
Vanuatu,PAC,Yes,1983,,Single,39,0,0,
Vanuatu,PAC,Yes,1987,,Single,46,2,0.043478260869565216,
Vanuatu,PAC,Yes,1991,,Single,46,1,0.021739130434782608,No longer any woman in Parliament as of May 1991
Vanuatu,PAC,Yes,1998,,Single,52,0,0,
Vanuatu,PAC,Yes,2002,,Single,52,1,0.019230769230769232,
Vanuatu,PAC,Yes,2004,July,Single,52,2,0.038461538461538464,
Vanuatu,PAC,Yes,2008,September,Single,52,2,0.038461538461538464,
Vanuatu,PAC,Yes,2012,October,Single,52,0,0,
Vanuatu,PAC,Yes,2016,January,Single,52,0,0,
Venezuela,AME,Yes,1946,October,Temporary Assembly,160,9,0.05625,"A 160-member unicameral Constituent Assembly, including 9 women (5.6%), had previously been elected in October 1946."
Venezuela,AME,Yes,1948,February,Lower,110,2,0.01818181818181818,Congress was dissolved following a military coup d'Etat in December 1952
Venezuela,AME,Yes,1948,February,Upper,45,2,0.044444444444444446,"Excluding senators for life, such as the President of the Republic; Congress was dissolved following a military coup d'Etat in December 1952"
Venezuela,AME,Yes,1958,December,Lower,133,3,0.022556390977443608,
Venezuela,AME,Yes,1958,December,Upper,51,0,0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1963,March,Lower,178,6,0.033707865168539325,
Venezuela,AME,Yes,1963,March,Upper,47,0,0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1968,December,Lower,214,0,0,
Venezuela,AME,Yes,1968,December,Upper,52,1,0.019230769230769232,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1973,December,Lower,200,5,0.025,
Venezuela,AME,Yes,1973,December,Upper,47,0,0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1978,December,Lower,199,6,0.03015075376884422,
Venezuela,AME,Yes,1978,December,Upper,44,1,0.022727272727272728,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1983,December,Lower,200,7,0.035,
Venezuela,AME,Yes,1983,December,Upper,44,0,0,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1988,December,Lower,201,20,0.09950248756218906,
Venezuela,AME,Yes,1988,December,Upper,46,3,0.06521739130434782,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1993,December,Lower,203,12,0.059113300492610835,
Venezuela,AME,Yes,1993,December,Upper,50,4,0.08,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,1998,November,Lower,206,27,0.13106796116504854,
Venezuela,AME,Yes,1998,November,Upper,54,2,0.037037037037037035,"Excluding senators for life, such as the President of the Republic"
Venezuela,AME,Yes,2000,July,Lower,206,25,0.12135922330097088,
Venezuela,AME,Yes,2000,July,Upper,21,6,0.2857142857142857,
Venezuela,AME,Yes,2000,,Single,165,16,0.09696969696969697,
Venezuela,AME,Yes,2005,December,Single,167,29,0.17365269461077845,
Venezuela,AME,Yes,2010,September,Single,165,28,0.1696969696969697,
Venezuela,AME,Yes,2015,December,Single,167,24,0.1437125748502994,
Viet Nam,ASIA,Yes,1976,,Single,492,132,0.2682926829268293,"First legislature after the reunification of Viet Nam, which was officially proclaimed in July 1976."
Viet Nam,ASIA,Yes,1981,,Single,496,108,0.21774193548387097,
Viet Nam,ASIA,Yes,1987,,Single,496,88,0.1774193548387097,
Viet Nam,ASIA,Yes,1992,,Single,395,73,0.1848101265822785,
Viet Nam,ASIA,Yes,1997,January,Single,395,73,0.1848101265822785,
Viet Nam,ASIA,Yes,1997,,Single,450,118,0.26222222222222225,
Viet Nam,ASIA,Yes,2002,,Single,498,136,0.27309236947791166,
Viet Nam,ASIA,Yes,2007,May,Single,493,127,0.25760649087221094,
Viet Nam,ASIA,Yes,2011,May,Single,500,122,0.244,
Viet Nam,ASIA,Yes,2016,,Single,498,121,0.2429718875502008,
Viet Nam,ASIA,Yes,2016,May,Single,496,133,0.26814516129032256,
Viet Nam,ASIA,Yes,2016,July,Single,494,132,0.26720647773279355,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1946,,Single,219,10,0.045662100456621,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1960,,Single,362,49,0.13535911602209943,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1964,,Single,366,62,0.16939890710382513,
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1971,,Single,420,125,0.2976190476190476,"First legislature of the Democratic Republic of Viet Nam, proclaimed in 1955."
Viet Nam North  (Democratic Republic Of),ASIA,Yes,1975,,Single,424,137,0.3231132075471698,
Viet Nam South (Republic Of),ASIA,Yes,1966,,Single,117,1,0.008547008547008548,
Yemen,MENA,Yes,1990,May,Single,301,10,0.03322259136212625,"On 22 May 1990, the unification of the Arab Republic of Yemen and the People's Democratic Republic of Yemen entailed the amalgamation of the two Republics' Parliaments into a unicameral House of Representatives. 31 members appointed by the Head of State."
Yemen,MENA,Yes,1993,April,Single,301,2,0.006644518272425249,31 members appointed by the Head of State.
Yemen,MENA,Yes,1997,,Lower,301,2,0.006644518272425249,31 members appointed by the Head of State.
Yemen,MENA,Yes,2001,April,Upper,111,2,0.018018018018018018,All members of the Upper House are appointed
Yemen,MENA,Yes,2003,April,Lower,301,1,0.0033222591362126247,
Yemen North (Yemen Arab Republic),MENA,Yes,1970,,Single,99,0,0,First legislature of the Arab Republic of Yemen proclaimed on 30 November 1967.  The Assembly was later dissolved following a military coup d'Etat on 13 June 1974.
Yemen North (Yemen Arab Republic),MENA,Yes,1978,,Single,99,0,0,People's Constituent Assembly where all the members were appointed for 3 years by the Military Command Council.
Yemen North (Yemen Arab Republic),MENA,Yes,1988,,Single,159,0,0,128 elected members and 31 appointed by the Head of State.
Yemen South (People's Democratic Republic),MENA,Yes,1971,,Single,101,9,0.0891089108910891,"In 1971, the members of the Council were all appointed."
Yemen South (People's Democratic Republic),MENA,Yes,1978,,Single,111,7,0.06306306306306306,
Yemen South (People's Democratic Republic),MENA,Yes,1986,,Single,111,11,0.0990990990990991,
Yemen South (People's Democratic Republic),MENA,Yes,1989,,Single,270,11,0.040740740740740744,
Yugoslavia (Federal Republic of),EUR,Yes,1992,May,Lower,136,7,0.051470588235294115,"The nominal number of seats for the Lower House is 138, but there were 2 vacancies"
Yugoslavia (Federal Republic of),EUR,Yes,1992,May,Lower,138,4,0.028985507246376812,
Yugoslavia (Federal Republic of),EUR,Yes,1992,December,Upper,40,1,0.025,
Yugoslavia (Federal Republic of),EUR,Yes,1993,February,Upper,40,1,0.025,
Yugoslavia (Federal Republic of),EUR,Yes,1994,March,Upper,36,1,0.027777777777777776,"The nominal number of seats for the Upper House is 40, but there were 4 vacancies in the Serbian Assembly. Four vacancies following elections to the National Assembly of the Republic of Serbia"
Yugoslavia (Federal Republic of),EUR,Yes,1996,November,Lower,138,7,0.050724637681159424,Data only found on Parline
Yugoslavia (Federal Republic of),EUR,Yes,1998,March,Upper,40,4,0.1,
Yugoslavia (Federal Republic of),EUR,Yes,2000,September,Lower,138,10,0.07246376811594203,
Yugoslavia (Federal Republic of),EUR,Yes,2000,September,Upper,40,1,0.025,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1945,,Temporary Assembly,349,9,0.025787965616045846,"This was Yugoslavia's (Socialist Federal Republic of) Constituent Assembly, Lower House. After the adoption of the Constitution, the Constituent Assembly became the Federal People's Republic of Yugoslavia (Federal People's Republic Of) Assembly on 31 January 1946."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1945,,Temporary Assembly,175,11,0.06285714285714286,"This was Yugoslavia's (Socialist Federal Republic of) Constituent Assembly, Upper House. After the adoption of the Constitution, the Constituent Assembly became the Federal People's Republic of Yugoslavia (Federal People's Republic Of) Assembly on 31 January 1946."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1947,,Lower,362,10,0.027624309392265192,"By-elections to the People's Assembly of the Federal People's Republic of Yugoslavia (Federal People's Republic Of) were held on 30 November 1947 to full, in the Federal Chamber, the additional seats corresponding to the region united with Yugoslavia (Federal People's Republic Of) in accordance with the Peace Treaty with Italy.  The situation presented here corresponds to the situation after those elections which brought the total number of seats in the People's Assembly to 537."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1947,,Upper,175,11,0.06285714285714286,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1950,,Lower,405,13,0.03209876543209877,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1950,,Upper,215,18,0.08372093023255814,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1953,,Lower,352,19,0.05397727272727273,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1953,,Upper,202,7,0.034653465346534656,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1958,,Lower,371,24,0.0646900269541779,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1958,,Upper,216,14,0.06481481481481481,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,Special,190,33,0.1736842105263158,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,Special,120,12,0.1,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,Special,120,34,0.2833333333333333,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,Special,120,16,0.13333333333333333,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1963,June,Special,120,36,0.3,"The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,Special,190,26,0.1368421052631579,"This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,Special,120,7,0.058333333333333334,"This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,Special,120,26,0.21666666666666667,"This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,Special,120,16,0.13333333333333333,"This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1965,April,Special,120,44,0.36666666666666664,"This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,Special,190,18,0.09473684210526316,"This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,Special,120,2,0.016666666666666666,"This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April - May,Special,120,25,0.20833333333333334,"This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,Special,120,13,0.10833333333333334,"This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1967,April,Special,120,31,0.25833333333333336,"This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,May,Special,140,19,0.1357142857142857,"This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,Special,120,7,0.058333333333333334,"This chamber of parliament, called ""Socio-Political"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time. This Chamber replaces the previous ""Organizational"" chamber; unable to find more details on this development."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,Special,120,1,0.008333333333333333,"This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,Special,120,14,0.11666666666666667,"This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1969,April,Special,120,9,0.075,"This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1974,April,Lower,220,42,0.19090909090909092,"Women numbers based on the 1995 reply, found more reliable; on Parline, it is 33 women"
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1974,May,Upper,87,9,0.10344827586206896,"The nominal number of seats for the Upper House is 88, but there was 1 vacancy"
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1978,April,Lower,220,44,0.2,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1978,May,Upper,88,10,0.11363636363636363,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1982,April,Lower,220,45,0.20454545454545456,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1982,May,Upper,88,9,0.10227272727272728,
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1986,April,Lower,220,40,0.18181818181818182,"By a Constitutional Law of 15 March 1990 the term of the Assembly of the S.F.R.Y. was prolonged until 30 December 1990; subsequently, on 15 November 1990, the Federal Council of the S.F.R.Y. decided to extend its term until such time as a new Assembly of the S.F.R.Y. had been formed as a result of pluralist elections.  On 28 December 1990, the Chamber of Republics and Provinces decided to extend until 15 May 1991 the term of office of its delegates representing the assemblies of the Socialist Republics and the Autonomous Socialist Provinces.  On 26 April 1991, the Chamber of Republics and Provinces adopted an amendment to that latter decision prolonging its members' term of office.  On 25 June 1991, the number of delegates in the Federal Assembly of the S.F.R.Y. changed as a result of the secession of the R.S. of Slovenia, Croatia, Macedonia and Bosnia and Herzegovina."
Yugoslavia (Socialist Federal Republic of),EUR,Yes,1986,May,Upper,88,9,0.10227272727272728,"By a Constitutional Law of 15 March 1990 the term of the Assembly of the S.F.R.Y. was prolonged until 30 December 1990; subsequently, on 15 November 1990, the Federal Council of the S.F.R.Y. decided to extend its term until such time as a new Assembly of the S.F.R.Y. had been formed as a result of pluralist elections.  On 28 December 1990, the Chamber of Republics and Provinces decided to extend until 15 May 1991 the term of office of its delegates representing the assemblies of the Socialist Republics and the Autonomous Socialist Provinces.  On 26 April 1991, the Chamber of Republics and Provinces adopted an amendment to that latter decision prolonging its members' term of office.  On 25 June 1991, the number of delegates in the Federal Assembly of the S.F.R.Y. changed as a result of the secession of the R.S. of Slovenia, Croatia, Macedonia and Bosnia and Herzegovina."
Zambia,SUB-SAHARAN,Yes,1964,,Temporary Assembly,75,4,0.05333333333333334,This unicameral Legislative Council elected in January 1964 became the first legislature of Zambia after the country became independent on 24 October 1964; it was renamed the National Assembly on 28 October 1964. Concerns all elections: certain members appointed by the Head of State and the Speaker of the National Assembly. 
Zambia,SUB-SAHARAN,Yes,1968,,Single,111,2,0.018018018018018018,
Zambia,SUB-SAHARAN,Yes,1973,,Single,136,8,0.058823529411764705,
Zambia,SUB-SAHARAN,Yes,1978,,Single,136,6,0.04411764705882353,
Zambia,SUB-SAHARAN,Yes,1983,,Single,136,4,0.029411764705882353,
Zambia,SUB-SAHARAN,Yes,1988,,Single,136,9,0.0661764705882353,
Zambia,SUB-SAHARAN,Yes,1991,,Single,150,10,0.06666666666666667,
Zambia,SUB-SAHARAN,Yes,1996,,Single,158,16,0.10126582278481013,
Zambia,SUB-SAHARAN,Yes,2001,December,Single,158,19,0.12025316455696203,"An additional woman was nominated in January 2002, bringing the total number of women up to 20."
Zambia,SUB-SAHARAN,Yes,2006,September,Single,157,23,0.1464968152866242,
Zambia,SUB-SAHARAN,Yes,2011,September,Single,155,17,0.10967741935483871,
Zambia,SUB-SAHARAN,Yes,2016,,Single,158,20,0.12658227848101267,
Zambia,SUB-SAHARAN,Yes,2016,August,Single,167,30,0.17964071856287425,
Zimbabwe,SUB-SAHARAN,Yes,1980,,Lower,100,8,0.08,First legislature of Zimbabwe after the country became independent on 18 April 1980.
Zimbabwe,SUB-SAHARAN,Yes,1980,,Upper,40,3,0.075,"First legislature of Zimbabwe after the country became independent on 18 April 1980. 24 Senators appointed by the Assembly, 10 Chiefs and 6 Senators appointed by the Head of State."
Zimbabwe,SUB-SAHARAN,Yes,1985,,Lower,100,11,0.11,
Zimbabwe,SUB-SAHARAN,Yes,1985,,Upper,40,4,0.1,"24 Senators appointed by the Assembly, 10 Chiefs and 6 Senators appointed by the Head of State."
Zimbabwe,SUB-SAHARAN,Yes,1990,March,Single,150,18,0.12,
Zimbabwe,SUB-SAHARAN,Yes,1995,April,Single,150,22,0.14666666666666667,120 elected and 30 seats reserved for members appointed by the President of the Republic and traditional Chiefs. One woman was then appointed Ambassador and was replaced by a man.
Zimbabwe,SUB-SAHARAN,Yes,2000,,Single,150,14,0.09333333333333334,
Zimbabwe,SUB-SAHARAN,Yes,2005,March,Lower,150,24,0.16,
Zimbabwe,SUB-SAHARAN,Yes,2005,November,Upper,66,21,0.3181818181818182,
Zimbabwe,SUB-SAHARAN,Yes,2008,March,Lower,210,32,0.1523809523809524,
Zimbabwe,SUB-SAHARAN,Yes,2008,March,Upper,90,23,0.25555555555555554,
Zimbabwe,SUB-SAHARAN,Yes,2013,September,Lower,270,85,0.3148148148148148,"*The statutory number of members of the National Assembly stipulated in the 2013 Constitution is 210, one elected from each of the 210 constituencies. In accordance with Article 124 (1) (b) of the Constitution, an additional 60 seats will be reserved for women only for the first two Parliaments to be elected under the 2013 Constitution (i.e., in 2013 and the next one due in 2018)."
Zimbabwe,SUB-SAHARAN,Yes,2013,September,Upper,80,38,0.475,
Zimbabwe,SUB-SAHARAN,Yes,2018,July,Lower,270,85,0.3148148148148148,60 reserved seats for women (only valid for the 2013 and 2018 elections)
Zimbabwe,SUB-SAHARAN,Yes,2018,July,Upper,80,35,0.4375,
Malaysia,ASIA,Continuous Renewal,1959,,Upper,37,0,0,"First legislature of Malaysia after the country became independent on 31 August 1957. The nominal number of seats is 38, but there was 1 vacancy at the time; Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1960,,Upper,38,0,0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1961,,Upper,38,0,0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1962,,Upper,38,0,0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
Malaysia,ASIA,Continuous Renewal,1963,,Upper,38,0,0,"Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
